# adapted from https://github.com/sandavid/paris-metro-map/blob/master/Connexions_IDF.csv

M12;Pigalle;Saint Georges
M12;Saint Georges;Pigalle
M12;Saint Georges;Notre Dame de Lorette
M12;Notre Dame de Lorette;Saint Georges
M12;Notre Dame de Lorette;Trinite d4estienne d'Orves
M12;Trinite d4estienne d'Orves;Notre Dame de Lorette
M12;Trinite d4estienne d'Orves;Saint Lazare
M12;Saint Lazare;Trinite d4estienne d'Orves
M12;Saint Lazare;Madeleine
M12;Madeleine;Saint Lazare
M12;Madeleine;Concorde
M12;Concorde;Madeleine
M12;Concorde;Assemblee Nationale
M12;Assemblee Nationale;Concorde
M12;Assemblee Nationale;Solferino
M12;Solferino;Assemblee Nationale
M12;Solferino;Rue du Bac
M12;Rue du Bac;Solferino
M12;Rue du Bac;Sevres Babylone
M12;Sevres Babylone;Rue du Bac
M12;Sevres Babylone;Rennes
M12;Rennes;Sevres Babylone
M12;Rennes;Notre Dame des Champs
M12;Notre Dame des Champs;Rennes
M12;Notre Dame des Champs;Montparnasse Bienvenue
M12;Montparnasse Bienvenue;Notre Dame des Champs
M12;Montparnasse Bienvenue;Falguiere
M12;Falguiere;Montparnasse Bienvenue
M12;Falguiere;Pasteur
M12;Pasteur;Falguiere
M12;Pasteur;Volontaires
M12;Volontaires;Pasteur
M12;Volontaires;Vaugirard
M12;Vaugirard;Volontaires
M12;Vaugirard;Convention
M12;Convention;Vaugirard
M12;Convention;Porte de Versailles
M12;Porte de Versailles;Convention
M12;Porte de Versailles;Corentin Celton
M12;Corentin Celton;Porte de Versailles
M12;Corentin Celton;Mairie d'Issy
M12;Mairie d'Issy;Corentin Celton

M13;Saint Denis Universite;Basilique St Denis
M13;Basilique St Denis;Saint Denis Universite
M13;Basilique St Denis;Saint Denis Porte de Paris
M13;Saint Denis Porte de Paris;Basilique St Denis
M13;Saint Denis Porte de Paris;Carrefour Pleyel
M13;Carrefour Pleyel;Saint Denis Porte de Paris
M13;Carrefour Pleyel;Mairie de St Ouen
M13;Mairie de St Ouen;Carrefour Pleyel
M13;Mairie de St Ouen;Garibaldi
M13;Garibaldi;Mairie de St Ouen
M13;Garibaldi;Porte de St Ouen
M13;Porte de St Ouen;Garibaldi
M13;Porte de St Ouen;Guy Moquet
M13;Guy Moquet;Porte de St Ouen
M13;Guy Moquet;La Fourche
M13;La Fourche;Guy Moquet
M13;La Fourche;Brochant
M13;Brochant;La Fourche
M13;La Fourche;Place de Clichy
M13;Place de Clichy;La Fourche
M13;Place de Clichy;Liege
M13;Liege;Place de Clichy
M13;Liege;Saint Lazare
M13;Saint Lazare;Liege
M13;Saint Lazare;Miromesnil
M13;Miromesnil;Saint Lazare
M13;Miromesnil;Champs Elysees Clemenceau
M13;Champs Elysees Clemenceau;Miromesnil
M13;Champs Elysees Clemenceau;Invalides
M13;Invalides;Champs Elysees Clemenceau
M13;Invalides;Varenne
M13;Varenne;Invalides
M13;Varenne;St Francois Xavier
M13;St Francois Xavier;Varenne
M13;St Francois Xavier;Duroc
M13;Duroc;St Francois Xavier
M13;Duroc;Montparnasse Bienvenue
M13;Montparnasse Bienvenue;Duroc
M13;Montparnasse Bienvenue;Gaite
M13;Gaite;Montparnasse Bienvenue
M13;Gaite;Permety
M13;Permety;Gaite
M13;Permety;Plaisance
M13;Plaisance;Permety
M13;Plaisance;Porte de Vanves
M13;Porte de Vanves;Plaisance
M13;Porte de Vanves;Malakoff Plateau de Vanves
M13;Malakoff Plateau de Vanves;Porte de Vanves
M13;Malakoff Plateau de Vanves;Malakoff Rue Etienne Dolet
M13;Malakoff Rue Etienne Dolet;Malakoff Plateau de Vanves
M13;Malakoff Rue Etienne Dolet;Chatillon Montrouge
M13;Chatillon Montrouge;Malakoff Rue Etienne Dolet
M13;Asnieres Gennevilliers Les Courtilles;Les Agnettes
M13;Les Agnettes;Asnieres Gennevilliers Les Courtilles
M13;Les Agnettes;Gabriel Peri
M13;Gabriel Peri;Les Agnettes
M13;Gabriel Peri;Mairie de Clichy
M13;Mairie de Clichy;Gabriel Peri
M13;Mairie de Clichy;Porte de Clichy
M13;Porte de Clichy;Mairie de Clichy
M13;Porte de Clichy;Brochant
M13;Brochant;Porte de Clichy

M14;Saint Lazare;Madeleine
M14;Madeleine;Saint Lazare
M14;Madeleine;Pyramides
M14;Pyramides;Madeleine
M14;Pyramides;Chatelet
M14;Chatelet;Pyramides
M14;Chatelet;Gare de Lyon
M14;Gare de Lyon;Chatelet
M14;Gare de Lyon;Bercy
M14;Bercy;Gare de Lyon
M14;Bercy;Cour Saint Emillion
M14;Cour Saint Emillion;Bercy
M14;Cour Saint Emillion;Bibliotheque Francois Mitterrand
M14;Bibliotheque Francois Mitterrand;Cour Saint Emillion
M14;Bibliotheque Francois Mitterrand;Olympiades
M14;Olympiades;Bibliotheque Francois Mitterrand

M2;Porte Dauphine;Victor Hugo
M2;Victor Hugo;Porte Dauphine
M2;Victor Hugo;Charles de Gaulle Etoile
M2;Charles de Gaulle Etoile;Victor Hugo
M2;Charles de Gaulle Etoile;Termes
M2;Termes;Charles de Gaulle Etoile
M2;Termes;Courcelles
M2;Courcelles;Termes
M2;Courcelles;Monceau
M2;Monceau;Courcelles
M2;Monceau;Villiers
M2;Villiers;Monceau
M2;Villiers;Rome
M2;Rome;Villiers
M2;Rome;Place de Clichy
M2;Place de Clichy;Rome
M2;Place de Clichy;Blanche
M2;Blanche;Place de Clichy
M2;Blanche;Pigalle
M2;Pigalle;Blanche
M2;Pigalle;Anvers
M2;Anvers;Pigalle
M2;Anvers;Barbes Rochechouart
M2;Barbes Rochechouart;Anvers
M2;Barbes Rochechouart;La Chapelle
M2;La Chapelle;Barbes Rochechouart
M2;La Chapelle;Stalingrad
M2;Stalingrad;La Chapelle
M2;Stalingrad;Jaures
M2;Jaures;Stalingrad
M2;Jaures;Colonnel Fabien
M2;Colonnel Fabien;Jaures
M2;Colonnel Fabien;Belleville
M2;Belleville;Colonnel Fabien
M2;Belleville;Coucouronnes
M2;Coucouronnes;Belleville
M2;Coucouronnes;Melilmontant
M2;Melilmontant;Coucouronnes
M2;Melilmontant;Pere Lachaise
M2;Pere Lachaise;Melilmontant
M2;Pere Lachaise;Philippe Auguste
M2;Philippe Auguste;Pere Lachaise
M2;Philippe Auguste;Alexandre Dumas
M2;Alexandre Dumas;Philippe Auguste
M2;Alexandre Dumas;Avron
M2;Avron;Alexandre Dumas
M2;Avron;Nation
M2;Nation;Avron

M3;Pont de Levallois Becon;Anatole France
M3;Anatole France;Pont de Levallois Becon
M3;Anatole France;Louise Michel
M3;Louise Michel;Anatole France
M3;Louise Michel;Porte de Champerret
M3;Porte de Champerret;Louise Michel
M3;Porte de Champerret;Pereire
M3;Pereire;Porte de Champerret
M3;Pereire;Wagram
M3;Wagram;Pereire
M3;Wagram;Malesherbes
M3;Malesherbes;Wagram
M3;Malesherbes;Villiers
M3;Villiers;Malesherbes
M3;Villiers;Europe
M3;Europe;Villiers
M3;Europe;Saint Lazare
M3;Saint Lazare;Europe
M3;Saint Lazare;Havre Caumartin
M3;Havre Caumartin;Saint Lazare
M3;Havre Caumartin;Opera
M3;Opera;Havre Caumartin
M3;Opera;Quatre Septembre
M3;Quatre Septembre;Opera
M3;Quatre Septembre;Bourse
M3;Bourse;Quatre Septembre
M3;Bourse;Sentier
M3;Sentier;Bourse
M3;Sentier;Reaumur Sebastopol
M3;Reaumur Sebastopol;Sentier
M3;Reaumur Sebastopol;Arts et Metiers
M3;Arts et Metiers;Reaumur Sebastopol
M3;Arts et Metiers;Temple
M3;Temple;Arts et Metiers
M3;Temple;Republique
M3;Republique;Temple
M3;Republique;Rue Saint Maur
M3;Rue Saint Maur;Republique
M3;Rue Saint Maur;Pere Lachaise
M3;Pere Lachaise;Rue Saint Maur
M3;Pere Lachaise;Gambetta
M3;Gambetta;Pere Lachaise
M3;Gambetta;Porte de Bagnolet
M3;Porte de Bagnolet;Gambetta
M3;Porte de Bagnolet;Gallieni
M3;Gallieni;Porte de Bagnolet

M3 bis;Porte des Lilas;Saint Fargeau
M3 bis;Saint Fargeau;Porte des Lilas
M3 bis;Saint Fargeau;Pelleport
M3 bis;Pelleport;Saint Fargeau
M3 bis;Pelleport;Gambetta
M3 bis;Gambetta;Pelleport

M4;Porte de Clignancourt;Simplon
M4;Simplon;Porte de Clignancourt
M4;Simplon;Marcadet Poissonniers
M4;Marcadet Poissonniers;Simplon
M4;Marcadet Poissonniers;Chateau Rouge
M4;Chateau Rouge;Marcadet Poissonniers
M4;Chateau Rouge;Barbes Rochechouart
M4;Barbes Rochechouart;Chateau Rouge
M4;Barbes Rochechouart;Gare du Nord
M4;Gare du Nord;Barbes Rochechouart
M4;Gare du Nord;Gare de l'Est
M4;Gare de l'Est;Gare du Nord
M4;Gare de l'Est;Chateau d'Eau
M4;Chateau d'Eau;Gare de l'Est
M4;Chateau d'Eau;Strasbourg St Denis
M4;Strasbourg St Denis;Chateau d'Eau
M4;Strasbourg St Denis;Reaumur Sebastopol
M4;Reaumur Sebastopol;Strasbourg St Denis
M4;Reaumur Sebastopol;Etienne Marcel
M4;Etienne Marcel;Reaumur Sebastopol
M4;Etienne Marcel;Les Halles
M4;Les Halles;Etienne Marcel
M4;Les Halles;Chatelet
M4;Chatelet;Les Halles
M4;Chatelet;Cite
M4;Cite;Chatelet
M4;Cite;Saint Michel
M4;Saint Michel;Cite
M4;Saint Michel;Odeon
M4;Odeon;Saint Michel
M4;Odeon;St Germain des Pres
M4;St Germain des Pres;Odeon
M4;St Germain des Pres;St Sulpice
M4;St Sulpice;St Germain des Pres
M4;St Sulpice;Sainte Placide
M4;Sainte Placide;St Sulpice
M4;Sainte Placide;Montparnasse Bienvenue
M4;Montparnasse Bienvenue;Sainte Placide
M4;Montparnasse Bienvenue;Vavin
M4;Vavin;Montparnasse Bienvenue
M4;Vavin;Raspail
M4;Raspail;Vavin
M4;Raspail;Denfert Rochereau
M4;Denfert Rochereau;Raspail
M4;Denfert Rochereau;Mouton Duvernet
M4;Mouton Duvernet;Denfert Rochereau
M4;Mouton Duvernet;Alesia
M4;Alesia;Mouton Duvernet
M4;Alesia;Porte d'Orleans
M4;Porte d'Orleans;Alesia

M5;Bobigny Pablo Picasso;Bobigny Pantin Raymond Queneau
M5;Bobigny Pantin Raymond Queneau;Bobigny Pablo Picasso
M5;Bobigny Pantin Raymond Queneau;Eglise de Pantin
M5;Eglise de Pantin;Bobigny Pantin Raymond Queneau
M5;Eglise de Pantin;Hoche
M5;Hoche;Eglise de Pantin
M5;Hoche;Porte de Pantin
M5;Porte de Pantin;Hoche
M5;Porte de Pantin;Ourcq
M5;Ourcq;Porte de Pantin
M5;Ourcq;Laumiere
M5;Laumiere;Ourcq
M5;Laumiere;Jaures
M5;Jaures;Laumiere
M5;Jaures;Stalingrad
M5;Stalingrad;Jaures
M5;Stalingrad;Gare du Nord
M5;Gare du Nord;Stalingrad
M5;Gare du Nord;Gare de l'Est
M5;Gare de l'Est;Gare du Nord
M5;Gare de l'Est;Jacques Bonsergent
M5;Jacques Bonsergent;Gare de l'Est
M5;Jacques Bonsergent;Republique
M5;Republique;Jacques Bonsergent
M5;Republique;Oberkampf
M5;Oberkampf;Republique
M5;Oberkampf;Richard Lenoir
M5;Richard Lenoir;Oberkampf
M5;Richard Lenoir;Breguet Sabin
M5;Breguet Sabin;Richard Lenoir
M5;Breguet Sabin;Bastille
M5;Bastille;Breguet Sabin
M5;Bastille;Quai de la Rapee
M5;Quai de la Rapee;Bastille
M5;Quai de la Rapee;Gare d'Austerlitz
M5;Gare d'Austerlitz;Quai de la Rapee
M5;Gare d'Austerlitz;Saint Marcel
M5;Saint Marcel;Gare d'Austerlitz
M5;Saint Marcel;Campo Formio
M5;Campo Formio;Saint Marcel
M5;Campo Formio;Place d'Italie
M5;Place d'Italie;Campo Formio

M6;Charles de Gaulle Etoile;Kleber
M6;Kleber;Charles de Gaulle Etoile
M6;Kleber;Boissiere
M6;Boissiere;Kleber
M6;Boissiere;Trocadero
M6;Trocadero;Boissiere
M6;Trocadero;Passy
M6;Passy;Trocadero
M6;Passy;Bir Hakeim
M6;Bir Hakeim;Passy
M6;Bir Hakeim;Dupleix
M6;Dupleix;Bir Hakeim
M6;Dupleix;La Motte Picquet Grenelle
M6;La Motte Picquet Grenelle;Dupleix
M6;La Motte Picquet Grenelle;Cambrone
M6;Cambrone;La Motte Picquet Grenelle
M6;Cambrone;Sevres Lecourbe
M6;Sevres Lecourbe;Cambrone
M6;Sevres Lecourbe;Pasteur
M6;Pasteur;Sevres Lecourbe
M6;Pasteur;Montparnasse Bienvenue
M6;Montparnasse Bienvenue;Pasteur
M6;Montparnasse Bienvenue;Edgar Quinet
M6;Edgar Quinet;Montparnasse Bienvenue
M6;Edgar Quinet;Raspail
M6;Raspail;Edgar Quinet
M6;Raspail;Denfert Rochereau
M6;Denfert Rochereau;Raspail
M6;Denfert Rochereau;Saint Jacques
M6;Saint Jacques;Denfert Rochereau
M6;Saint Jacques;Classiere
M6;Classiere;Saint Jacques
M6;Classiere;Corvisart
M6;Corvisart;Classiere
M6;Corvisart;Place d'Italie
M6;Place d'Italie;Corvisart
M6;Place d'Italie;Nationale
M6;Nationale;Place d'Italie
M6;Nationale;Chevaleret
M6;Chevaleret;Nationale
M6;Chevaleret;Quai de la Gare
M6;Quai de la Gare;Chevaleret
M6;Quai de la Gare;Bercy
M6;Bercy;Quai de la Gare
M6;Bercy;Dugommier
M6;Dugommier;Bercy
M6;Dugommier;Daumesnil
M6;Daumesnil;Dugommier
M6;Daumesnil;Bel Air
M6;Bel Air;Daumesnil
M6;Bel Air;Picpus
M6;Picpus;Bel Air
M6;Picpus;Nation
M6;Nation;Picpus

M7;La Courneuve 8 Mai 1945;Fort d'Aubervilliers
M7;Fort d'Aubervilliers;La Courneuve 8 Mai 1945
M7;Fort d'Aubervilliers;Aubervilliers Pantin Quatre chemins
M7;Aubervilliers Pantin Quatre chemins;Fort d'Aubervilliers
M7;Aubervilliers Pantin Quatre chemins;Porte de la Vilette
M7;Porte de la Vilette;Aubervilliers Pantin Quatre chemins
M7;Porte de la Vilette;Corentin Cariou
M7;Corentin Cariou;Porte de la Vilette
M7;Corentin Cariou;Crimee
M7;Crimee;Corentin Cariou
M7;Crimee;Riquet
M7;Riquet;Crimee
M7;Riquet;Stalingrad
M7;Stalingrad;Riquet
M7;Stalingrad;Louis Blanc
M7;Louis Blanc;Stalingrad
M7;Louis Blanc;Chateau Landon
M7;Chateau Landon;Louis Blanc
M7;Chateau Landon;Gare de l'Est
M7;Gare de l'Est;Chateau Landon
M7;Gare de l'Est;Poissonniere
M7;Poissonniere;Gare de l'Est
M7;Poissonniere;Cadet
M7;Cadet;Poissonniere
M7;Cadet;Le Peletier
M7;Le Peletier;Cadet
M7;Le Peletier;Chaussee d'Antin La Fayette
M7;Chaussee d'Antin La Fayette;Le Peletier
M7;Chaussee d'Antin La Fayette;Opera
M7;Opera;Chaussee d'Antin La Fayette
M7;Opera;Pyramides
M7;Pyramides;Opera
M7;Pyramides;Palais Royal Musee du Louvre
M7;Palais Royal Musee du Louvre;Pyramides
M7;Palais Royal Musee du Louvre;Pont Neuf
M7;Pont Neuf;Palais Royal Musee du Louvre
M7;Pont Neuf;Chatelet
M7;Chatelet;Pont Neuf
M7;Chatelet;Pont Marie
M7;Pont Marie;Chatelet
M7;Pont Marie;Sully Morland
M7;Sully Morland;Pont Marie
M7;Sully Morland;Jussieu
M7;Jussieu;Sully Morland
M7;Jussieu;Place Monge
M7;Place Monge;Jussieu
M7;Place Monge;Censier Daubenton
M7;Censier Daubenton;Place Monge
M7;Censier Daubenton;Les Gobelins
M7;Les Gobelins;Censier Daubenton
M7;Les Gobelins;Place d'Italie
M7;Place d'Italie;Les Gobelins
M7;Place d'Italie;Tolbiac
M7;Tolbiac;Place d'Italie
M7;Tolbiac;Maison Blanche
M7;Maison Blanche;Tolbiac
M7;Maison Blanche;Porte d'Italie
M7;Porte d'Italie;Maison Blanche
M7;Porte d'Italie;Porte de Choisy
M7;Porte de Choisy;Porte d'Italie
M7;Porte de Choisy;Porte d'Ivry
M7;Porte d'Ivry;Porte de Choisy
M7;Porte d'Ivry;Pierre Curie
M7;Pierre Curie;Porte d'Ivry
M7;Pierre Curie;Mairie d'Ivry
M7;Mairie d'Ivry;Pierre Curie
M7;Maison Blanche;Le Kremlin Bicetre
M7;Le Kremlin Bicetre;Maison Blanche
M7;Le Kremlin Bicetre;Villejuif Leo Lagrange
M7;Villejuif Leo Lagrange;Le Kremlin Bicetre
M7;Villejuif Leo Lagrange;Villejuif Paul Vaillant Couturier
M7;Villejuif Paul Vaillant Couturier;Villejuif Leo Lagrange
M7;Villejuif Paul Vaillant Couturier;Villejuif Louis Aragon
M7;Villejuif Louis Aragon;Villejuif Paul Vaillant Couturier

M7 bis;Louis Blanc;Jaures
M7 bis;Jaures;Louis Blanc
M7 bis;Jaures;Bolivar
M7 bis;Bolivar;Jaures
M7 bis;Bolivar;Buttes Chaumont
M7 bis;Buttes Chaumont;Bolivar
M7 bis;Buttes Chaumont;Botzaris
M7 bis;Botzaris;Buttes Chaumont
M7 bis;Botzaris;Place des Fetes
M7 bis;Place des Fetes;Pre St Gervais
M7 bis;Pre St Gervais;Danube
M7 bis;Danube;Botzaris

M8;Balard;Lourmel
M8;Lourmel;Balard
M8;Lourmel;Bourcicaut
M8;Bourcicaut;Lourmel
M8;Bourcicaut;Felix Faure
M8;Felix Faure;Bourcicaut
M8;Felix Faure;Commerce
M8;Commerce;Felix Faure
M8;Commerce;La Motte Picquet Grenelle
M8;La Motte Picquet Grenelle;Commerce
M8;La Motte Picquet Grenelle;Ecole Militaire
M8;Ecole Militaire;La Motte Picquet Grenelle
M8;Ecole Militaire;La Tour Maubourg
M8;La Tour Maubourg;Ecole Militaire
M8;La Tour Maubourg;Invalides
M8;Invalides;La Tour Maubourg
M8;Invalides;Concorde
M8;Concorde;Invalides
M8;Concorde;Madeleine
M8;Madeleine;Concorde
M8;Madeleine;Opera
M8;Opera;Madeleine
M8;Opera;Richelieu Drouot
M8;Richelieu Drouot;Opera
M8;Richelieu Drouot;Grands Boulevards
M8;Grands Boulevards;Richelieu Drouot
M8;Grands Boulevards;Bonne Nouvelle
M8;Bonne Nouvelle;Grands Boulevards
M8;Bonne Nouvelle;Strasbourg St Denis
M8;Strasbourg St Denis;Bonne Nouvelle
M8;Strasbourg St Denis;Republique
M8;Republique;Strasbourg St Denis
M8;Republique;Filles du Calvaire
M8;Filles du Calvaire;Republique
M8;Filles du Calvaire;Saint Sebastien Froissart
M8;Saint Sebastien Froissart;Filles du Calvaire
M8;Saint Sebastien Froissart;Chemin vert
M8;Chemin vert;Saint Sebastien Froissart
M8;Chemin vert;Bastille
M8;Bastille;Chemin vert
M8;Bastille;Ledru Rollin
M8;Ledru Rollin;Bastille
M8;Ledru Rollin;Faidherbe Chaligny
M8;Faidherbe Chaligny;Ledru Rollin
M8;Faidherbe Chaligny;Reuilly Diderot
M8;Reuilly Diderot;Faidherbe Chaligny
M8;Reuilly Diderot;Montgallet
M8;Montgallet;Reuilly Diderot
M8;Montgallet;Daumesnil
M8;Daumesnil;Montgallet
M8;Daumesnil;Michel Bizot
M8;Michel Bizot;Daumesnil
M8;Michel Bizot;Porte Doree
M8;Porte Doree;Michel Bizot
M8;Porte Doree;Porte de Charenton
M8;Porte de Charenton;Porte Doree
M8;Porte de Charenton;Liberte
M8;Liberte;Porte de Charenton
M8;Liberte;Charenton Ecoles
M8;Charenton Ecoles;Liberte
M8;Charenton Ecoles;Ecole Veterinaire Maisons Alfort
M8;Ecole Veterinaire Maisons Alfort;Charenton Ecoles
M8;Ecole Veterinaire Maisons Alfort;Maisons Alfort Stade
M8;Maisons Alfort Stade;Ecole Veterinaire Maisons Alfort
M8;Maisons Alfort Stade;Maisons Alfort Les Juilliottes
M8;Maisons Alfort Les Juilliottes;Maisons Alfort Stade
M8;Maisons Alfort Les Juilliottes;Creteil l'Echat
M8;Creteil l'Echat;Maisons Alfort Les Juilliottes
M8;Creteil l'Echat;Creteil Universite
M8;Creteil Universite;Creteil l'Echat
M8;Creteil Universite;Creteil Prefecture
M8;Creteil Prefecture;Creteil Universite
M8;Creteil Prefecture;Pointe du Lac
M8;Pointe du Lac;Creteil Prefecture

M9;Pont de Sevres;Billancourt
M9;Billancourt;Pont de Sevres
M9;Billancourt;Marcel Sembat
M9;Marcel Sembat;Billancourt
M9;Marcel Sembat;Porte de St Cloud
M9;Porte de St Cloud;Marcel Sembat
M9;Porte de St Cloud;Exelmans
M9;Exelmans;Porte de St Cloud
M9;Exelmans;Michel Ange Molitor
M9;Michel Ange Molitor;Exelmans
M9;Michel Ange Molitor;Michel Ange Auteuil
M9;Michel Ange Auteuil;Michel Ange Molitor
M9;Michel Ange Auteuil;Jasmin
M9;Jasmin;Michel Ange Auteuil
M9;Jasmin;Ranelagh
M9;Ranelagh;Jasmin
M9;Ranelagh;La Muette
M9;La Muette;Ranelagh
M9;La Muette;Rue de la Pompe
M9;Rue de la Pompe;La Muette
M9;Rue de la Pompe;Trocadero
M9;Trocadero;Rue de la Pompe
M9;Trocadero;Iena
M9;Iena;Trocadero
M9;Iena;Alma Marceau
M9;Alma Marceau;Iena
M9;Alma Marceau;Franklin Roosevelt
M9;Franklin Roosevelt;Alma Marceau
M9;Franklin Roosevelt;Saint Philippe du Roule
M9;Saint Philippe du Roule;Franklin Roosevelt
M9;Saint Philippe du Roule;Miromesnil
M9;Miromesnil;Saint Philippe du Roule
M9;Miromesnil;Saint Augustin
M9;Saint Augustin;Miromesnil
M9;Saint Augustin;Havre Caumartin
M9;Havre Caumartin;Saint Augustin
M9;Havre Caumartin;Chaussee d'Antin La Fayette
M9;Chaussee d'Antin La Fayette;Havre Caumartin
M9;Chaussee d'Antin La Fayette;Richelieu Drouot
M9;Richelieu Drouot;Chaussee d'Antin La Fayette
M9;Richelieu Drouot;Grands Boulevards
M9;Grands Boulevards;Richelieu Drouot
M9;Grands Boulevards;Bonne Nouvelle
M9;Bonne Nouvelle;Grands Boulevards
M9;Bonne Nouvelle;Strasbourg St Denis
M9;Strasbourg St Denis;Bonne Nouvelle
M9;Strasbourg St Denis;Republique
M9;Republique;Strasbourg St Denis
M9;Republique;Oberkampf
M9;Oberkampf;Republique
M9;Oberkampf;Saint Amboise
M9;Saint Amboise;Oberkampf
M9;Saint Amboise;Voltaire
M9;Voltaire;Saint Amboise
M9;Voltaire;Charonne
M9;Charonne;Voltaire
M9;Charonne;Rue des Boulets
M9;Rue des Boulets;Charonne
M9;Rue des Boulets;Nation
M9;Nation;Rue des Boulets
M9;Nation;Buzenval
M9;Buzenval;Nation
M9;Buzenval;Maraichers
M9;Maraichers;Buzenval
M9;Maraichers;Porte de Montreuil
M9;Porte de Montreuil;Maraichers
M9;Porte de Montreuil;Robespierre
M9;Robespierre;Porte de Montreuil
M9;Robespierre;Croix de Chavaux
M9;Croix de Chavaux;Robespierre
M9;Croix de Chavaux;Mairie de Montreuil
M9;Mairie de Montreuil;Croix de Chavaux

T1;St Denis;Theatre Gerard philippe
T1;Theatre Gerard philippe;St Denis
T1;Theatre Gerard philippe;Marche St Denis
T1;Marche St Denis;Theatre Gerard philippe
T1;Marche St Denis;Basilique St Denis
T1;Basilique St Denis;Marche St Denis
T1;Basilique St Denis;Cimetiere St Denis
T1;Cimetiere St Denis;Basilique St Denis
T1;Cimetiere St Denis;Hopital Delafontaine
T1;Hopital Delafontaine;Cimetiere St Denis
T1;Hopital Delafontaine;Cosmonautes
T1;Cosmonautes;Hopital Delafontaine
T1;Cosmonautes;La Courneuve 6 Routes
T1;La Courneuve 6 Routes;Cosmonautes
T1;La Courneuve 6 Routes;Hotel de ville de La Courneuve
T1;Hotel de ville de La Courneuve;La Courneuve 6 Routes
T1;Hotel de ville de La Courneuve;Stade Geo Andre
T1;Stade Geo Andre;Hotel de ville de La Courneuve
T1;Stade Geo Andre;Danton
T1;Danton;Stade Geo Andre
T1;Danton;La Courneuve 8 Mai 1945
T1;La Courneuve 8 Mai 1945;Danton
T1;La Courneuve 8 Mai 1945;Maurice Lachatre
T1;Maurice Lachatre;La Courneuve 8 Mai 1945
T1;Maurice Lachatre;Drancy Avenir
T1;Drancy Avenir;Maurice Lachatre
T1;Drancy Avenir;Hopital avicenne
T1;Hopital avicenne;Drancy Avenir
T1;Hopital avicenne;Gaston Roulaud
T1;Gaston Roulaud;Hopital avicenne
T1;Gaston Roulaud;Escadrille Normandie Niemen
T1;Escadrille Normandie Niemen;Gaston Roulaud
T1;Escadrille Normandie Niemen;La Ferme
T1;La Ferme;Escadrille Normandie Niemen
T1;La Ferme;Liberation
T1;Liberation;La Ferme
T1;Liberation;Hotel de ville de Bobigny
T1;Hotel de ville de Bobigny;Liberation
T1;Hotel de ville de Bobigny;Bobigny Pablo Picasso
T1;Bobigny Pablo Picasso;Hotel de ville de Bobigny
T1;Bobigny Pablo Picasso;Auguste Delaune
T1;Auguste Delaune;Bobigny Pablo Picasso
T1;Auguste Delaune;Pont de Bondy
T1;Pont de Bondy;Auguste Delaune
T1;Pont de Bondy;Petit Noisy
T1;Petit Noisy;Pont de Bondy
T1;Petit Noisy;Noisy le Sec
T1;Noisy le Sec;Petit Noisy

T2;Defense;Puteaux
T2;Puteaux;Defense
T2;Puteaux;Belvedere
T2;Belvedere;Puteaux
T2;Belvedere;Suresnes Lonchamp
T2;Suresnes Lonchamp;Belvedere
T2;Suresnes Lonchamp;Les Coteaux
T2;Les Coteaux;Suresnes Lonchamp
T2;Les Coteaux;Les Milons
T2;Les Milons;Les Coteaux
T2;Les Milons;Parc de St Cloud
T2;Parc de St Cloud;Les Milons
T2;Parc de St Cloud;Musee de Sevres
T2;Musee de Sevres;Parc de St Cloud
T2;Musee de Sevres;Brimborion
T2;Brimborion;Musee de Sevres
T2;Brimborion;Meudon sur Seine
T2;Meudon sur Seine;Brimborion
T2;Meudon sur Seine;Les Moulineaux
T2;Les Moulineaux;Meudon sur Seine
T2;Les Moulineaux;Jacques Henri Lartigue
T2;Jacques Henri Lartigue;Les Moulineaux
T2;Jacques Henri Lartigue;Issy Val de Seine
T2;Issy Val de Seine;Jacques Henri Lartigue

T3;Pont de Garigliano;Balard
T3;Balard;Pont de Garigliano
T3;Balard;Desnouettes
T3;Desnouettes;Balard
T3;Desnouettes;Porte de Versailles
T3;Porte de Versailles;Desnouettes
T3;Porte de Versailles;Georges Brassens
T3;Georges Brassens;Porte de Versailles
T3;Georges Brassens;Brancion
T3;Brancion;Georges Brassens
T3;Brancion;Porte de Vanves
T3;Porte de Vanves;Brancion
T3;Porte de Vanves;Didot
T3;Didot;Porte de Vanves
T3;Didot;Jean Moulin
T3;Jean Moulin;Didot
T3;Jean Moulin;Porte d'Orleans
T3;Porte d'Orleans;Jean Moulin
T3;Porte d'Orleans;Montsouris
T3;Montsouris;Porte d'Orleans
T3;Montsouris;Cite Universitaire
T3;Cite Universitaire;Montsouris
T3;Cite Universitaire;Stade Charlety
T3;Stade Charlety;Cite Universitaire
T3;Stade Charlety;Poterne des Peupliers
T3;Poterne des Peupliers;Stade Charlety
T3;Poterne des Peupliers;Porte d'Italie
T3;Porte d'Italie;Poterne des Peupliers
T3;Porte d'Italie;Porte de Choisy
T3;Porte de Choisy;Porte d'Italie
T3;Porte de Choisy;Porte d'Ivry
T3;Porte d'Ivry;Porte de Choisy

H;Gare du Nord;St Denis
H;St Denis;Gare du Nord
H;St Denis;Epinay Villetaneuse
H;Epinay Villetaneuse;St Denis

H1;Epinay Villetaneuse;Deuil Montmagny
H1;Deuil Montmagny;Epinay Villetaneuse
H1;Deuil Montmagny;Groslay
